run_id,model_id,model_variant,setting,few_step_prior,task,modality,protocol,backend,case_id,category,prompt,prompt_hash,method,method_family,sampler_mode,actual_nfe,num_inference_steps,base_sample_steps,split_pairs,scheduler_name,flow_shift,guidance_scale,pag_guidance_scale,seed,height,width,reference_method,reference_nfe,low_baseline_method,output_path,schedule_json_path,stdout_log_path,stderr_log_path,runtime_json_path,status,error_message,git_commit,dirty_status
sana06b_bss_bds_v1_mini_p08_text_sign_uniform8,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p08_text_sign,text/sign prompt,"A storefront sign that clearly says ""SANA LAB"" above a small flower shop.",f9913e7b24a2,uniform8,uniform,uniform,8,8,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p08_text_sign_uniform8.png,schedules/mini/p08_text_sign_uniform8.json,logs/mini/p08_text_sign_uniform8.stdout.log,logs/mini/p08_text_sign_uniform8.stderr.log,runtimes/mini/p08_text_sign_uniform8.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p08_text_sign_uniform10,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p08_text_sign,text/sign prompt,"A storefront sign that clearly says ""SANA LAB"" above a small flower shop.",f9913e7b24a2,uniform10,uniform,uniform,10,10,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p08_text_sign_uniform10.png,schedules/mini/p08_text_sign_uniform10.json,logs/mini/p08_text_sign_uniform10.stdout.log,logs/mini/p08_text_sign_uniform10.stderr.log,runtimes/mini/p08_text_sign_uniform10.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p08_text_sign_uniform20,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p08_text_sign,text/sign prompt,"A storefront sign that clearly says ""SANA LAB"" above a small flower shop.",f9913e7b24a2,uniform20,uniform,uniform,20,20,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p08_text_sign_uniform20.png,schedules/mini/p08_text_sign_uniform20.json,logs/mini/p08_text_sign_uniform20.stdout.log,logs/mini/p08_text_sign_uniform20.stderr.log,runtimes/mini/p08_text_sign_uniform20.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p08_text_sign_uniform30,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p08_text_sign,text/sign prompt,"A storefront sign that clearly says ""SANA LAB"" above a small flower shop.",f9913e7b24a2,uniform30,uniform,uniform,30,30,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p08_text_sign_uniform30.png,schedules/mini/p08_text_sign_uniform30.json,logs/mini/p08_text_sign_uniform30.stdout.log,logs/mini/p08_text_sign_uniform30.stderr.log,runtimes/mini/p08_text_sign_uniform30.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p08_text_sign_uniform40,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p08_text_sign,text/sign prompt,"A storefront sign that clearly says ""SANA LAB"" above a small flower shop.",f9913e7b24a2,uniform40,uniform,uniform,40,40,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p08_text_sign_uniform40.png,schedules/mini/p08_text_sign_uniform40.json,logs/mini/p08_text_sign_uniform40.stdout.log,logs/mini/p08_text_sign_uniform40.stderr.log,runtimes/mini/p08_text_sign_uniform40.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p08_text_sign_reference_uniform50,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p08_text_sign,text/sign prompt,"A storefront sign that clearly says ""SANA LAB"" above a small flower shop.",f9913e7b24a2,reference_uniform50,reference,uniform,50,50,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p08_text_sign_reference_uniform50.png,schedules/mini/p08_text_sign_reference_uniform50.json,logs/mini/p08_text_sign_reference_uniform50.stdout.log,logs/mini/p08_text_sign_reference_uniform50.stderr.log,runtimes/mini/p08_text_sign_reference_uniform50.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p08_text_sign_bss10,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p08_text_sign,text/sign prompt,"A storefront sign that clearly says ""SANA LAB"" above a small flower shop.",f9913e7b24a2,bss10,bss,bss,10,10,8,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p08_text_sign_bss10.png,schedules/mini/p08_text_sign_bss10.json,logs/mini/p08_text_sign_bss10.stdout.log,logs/mini/p08_text_sign_bss10.stderr.log,runtimes/mini/p08_text_sign_bss10.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p08_text_sign_bss20,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p08_text_sign,text/sign prompt,"A storefront sign that clearly says ""SANA LAB"" above a small flower shop.",f9913e7b24a2,bss20,bss,bss,20,20,18,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p08_text_sign_bss20.png,schedules/mini/p08_text_sign_bss20.json,logs/mini/p08_text_sign_bss20.stdout.log,logs/mini/p08_text_sign_bss20.stderr.log,runtimes/mini/p08_text_sign_bss20.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p08_text_sign_bss30,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p08_text_sign,text/sign prompt,"A storefront sign that clearly says ""SANA LAB"" above a small flower shop.",f9913e7b24a2,bss30,bss,bss,30,30,28,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p08_text_sign_bss30.png,schedules/mini/p08_text_sign_bss30.json,logs/mini/p08_text_sign_bss30.stdout.log,logs/mini/p08_text_sign_bss30.stderr.log,runtimes/mini/p08_text_sign_bss30.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p08_text_sign_bss40,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p08_text_sign,text/sign prompt,"A storefront sign that clearly says ""SANA LAB"" above a small flower shop.",f9913e7b24a2,bss40,bss,bss,40,40,38,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p08_text_sign_bss40.png,schedules/mini/p08_text_sign_bss40.json,logs/mini/p08_text_sign_bss40.stdout.log,logs/mini/p08_text_sign_bss40.stderr.log,runtimes/mini/p08_text_sign_bss40.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p09_surreal_fantasy_uniform8,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p09_surreal_fantasy,surreal fantasy,"A floating island with tiny waterfalls under two moons, painterly but sharp.",0bb7a10ee2de,uniform8,uniform,uniform,8,8,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p09_surreal_fantasy_uniform8.png,schedules/mini/p09_surreal_fantasy_uniform8.json,logs/mini/p09_surreal_fantasy_uniform8.stdout.log,logs/mini/p09_surreal_fantasy_uniform8.stderr.log,runtimes/mini/p09_surreal_fantasy_uniform8.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p09_surreal_fantasy_uniform10,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p09_surreal_fantasy,surreal fantasy,"A floating island with tiny waterfalls under two moons, painterly but sharp.",0bb7a10ee2de,uniform10,uniform,uniform,10,10,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p09_surreal_fantasy_uniform10.png,schedules/mini/p09_surreal_fantasy_uniform10.json,logs/mini/p09_surreal_fantasy_uniform10.stdout.log,logs/mini/p09_surreal_fantasy_uniform10.stderr.log,runtimes/mini/p09_surreal_fantasy_uniform10.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p09_surreal_fantasy_uniform20,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p09_surreal_fantasy,surreal fantasy,"A floating island with tiny waterfalls under two moons, painterly but sharp.",0bb7a10ee2de,uniform20,uniform,uniform,20,20,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p09_surreal_fantasy_uniform20.png,schedules/mini/p09_surreal_fantasy_uniform20.json,logs/mini/p09_surreal_fantasy_uniform20.stdout.log,logs/mini/p09_surreal_fantasy_uniform20.stderr.log,runtimes/mini/p09_surreal_fantasy_uniform20.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p09_surreal_fantasy_uniform30,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p09_surreal_fantasy,surreal fantasy,"A floating island with tiny waterfalls under two moons, painterly but sharp.",0bb7a10ee2de,uniform30,uniform,uniform,30,30,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p09_surreal_fantasy_uniform30.png,schedules/mini/p09_surreal_fantasy_uniform30.json,logs/mini/p09_surreal_fantasy_uniform30.stdout.log,logs/mini/p09_surreal_fantasy_uniform30.stderr.log,runtimes/mini/p09_surreal_fantasy_uniform30.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p09_surreal_fantasy_uniform40,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p09_surreal_fantasy,surreal fantasy,"A floating island with tiny waterfalls under two moons, painterly but sharp.",0bb7a10ee2de,uniform40,uniform,uniform,40,40,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p09_surreal_fantasy_uniform40.png,schedules/mini/p09_surreal_fantasy_uniform40.json,logs/mini/p09_surreal_fantasy_uniform40.stdout.log,logs/mini/p09_surreal_fantasy_uniform40.stderr.log,runtimes/mini/p09_surreal_fantasy_uniform40.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p09_surreal_fantasy_reference_uniform50,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p09_surreal_fantasy,surreal fantasy,"A floating island with tiny waterfalls under two moons, painterly but sharp.",0bb7a10ee2de,reference_uniform50,reference,uniform,50,50,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p09_surreal_fantasy_reference_uniform50.png,schedules/mini/p09_surreal_fantasy_reference_uniform50.json,logs/mini/p09_surreal_fantasy_reference_uniform50.stdout.log,logs/mini/p09_surreal_fantasy_reference_uniform50.stderr.log,runtimes/mini/p09_surreal_fantasy_reference_uniform50.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p09_surreal_fantasy_bss10,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p09_surreal_fantasy,surreal fantasy,"A floating island with tiny waterfalls under two moons, painterly but sharp.",0bb7a10ee2de,bss10,bss,bss,10,10,8,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p09_surreal_fantasy_bss10.png,schedules/mini/p09_surreal_fantasy_bss10.json,logs/mini/p09_surreal_fantasy_bss10.stdout.log,logs/mini/p09_surreal_fantasy_bss10.stderr.log,runtimes/mini/p09_surreal_fantasy_bss10.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p09_surreal_fantasy_bss20,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p09_surreal_fantasy,surreal fantasy,"A floating island with tiny waterfalls under two moons, painterly but sharp.",0bb7a10ee2de,bss20,bss,bss,20,20,18,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p09_surreal_fantasy_bss20.png,schedules/mini/p09_surreal_fantasy_bss20.json,logs/mini/p09_surreal_fantasy_bss20.stdout.log,logs/mini/p09_surreal_fantasy_bss20.stderr.log,runtimes/mini/p09_surreal_fantasy_bss20.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p09_surreal_fantasy_bss30,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p09_surreal_fantasy,surreal fantasy,"A floating island with tiny waterfalls under two moons, painterly but sharp.",0bb7a10ee2de,bss30,bss,bss,30,30,28,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p09_surreal_fantasy_bss30.png,schedules/mini/p09_surreal_fantasy_bss30.json,logs/mini/p09_surreal_fantasy_bss30.stdout.log,logs/mini/p09_surreal_fantasy_bss30.stderr.log,runtimes/mini/p09_surreal_fantasy_bss30.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p09_surreal_fantasy_bss40,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p09_surreal_fantasy,surreal fantasy,"A floating island with tiny waterfalls under two moons, painterly but sharp.",0bb7a10ee2de,bss40,bss,bss,40,40,38,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p09_surreal_fantasy_bss40.png,schedules/mini/p09_surreal_fantasy_bss40.json,logs/mini/p09_surreal_fantasy_bss40.stdout.log,logs/mini/p09_surreal_fantasy_bss40.stderr.log,runtimes/mini/p09_surreal_fantasy_bss40.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p10_architecture_uniform8,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p10_architecture,architecture,"A modern concrete library with tall arches, reflected in polished black stone.",1ed1ce312543,uniform8,uniform,uniform,8,8,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p10_architecture_uniform8.png,schedules/mini/p10_architecture_uniform8.json,logs/mini/p10_architecture_uniform8.stdout.log,logs/mini/p10_architecture_uniform8.stderr.log,runtimes/mini/p10_architecture_uniform8.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p10_architecture_uniform10,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p10_architecture,architecture,"A modern concrete library with tall arches, reflected in polished black stone.",1ed1ce312543,uniform10,uniform,uniform,10,10,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p10_architecture_uniform10.png,schedules/mini/p10_architecture_uniform10.json,logs/mini/p10_architecture_uniform10.stdout.log,logs/mini/p10_architecture_uniform10.stderr.log,runtimes/mini/p10_architecture_uniform10.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p10_architecture_uniform20,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p10_architecture,architecture,"A modern concrete library with tall arches, reflected in polished black stone.",1ed1ce312543,uniform20,uniform,uniform,20,20,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p10_architecture_uniform20.png,schedules/mini/p10_architecture_uniform20.json,logs/mini/p10_architecture_uniform20.stdout.log,logs/mini/p10_architecture_uniform20.stderr.log,runtimes/mini/p10_architecture_uniform20.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p10_architecture_uniform30,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p10_architecture,architecture,"A modern concrete library with tall arches, reflected in polished black stone.",1ed1ce312543,uniform30,uniform,uniform,30,30,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p10_architecture_uniform30.png,schedules/mini/p10_architecture_uniform30.json,logs/mini/p10_architecture_uniform30.stdout.log,logs/mini/p10_architecture_uniform30.stderr.log,runtimes/mini/p10_architecture_uniform30.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p10_architecture_uniform40,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p10_architecture,architecture,"A modern concrete library with tall arches, reflected in polished black stone.",1ed1ce312543,uniform40,uniform,uniform,40,40,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p10_architecture_uniform40.png,schedules/mini/p10_architecture_uniform40.json,logs/mini/p10_architecture_uniform40.stdout.log,logs/mini/p10_architecture_uniform40.stderr.log,runtimes/mini/p10_architecture_uniform40.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p10_architecture_reference_uniform50,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p10_architecture,architecture,"A modern concrete library with tall arches, reflected in polished black stone.",1ed1ce312543,reference_uniform50,reference,uniform,50,50,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p10_architecture_reference_uniform50.png,schedules/mini/p10_architecture_reference_uniform50.json,logs/mini/p10_architecture_reference_uniform50.stdout.log,logs/mini/p10_architecture_reference_uniform50.stderr.log,runtimes/mini/p10_architecture_reference_uniform50.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p10_architecture_bss10,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p10_architecture,architecture,"A modern concrete library with tall arches, reflected in polished black stone.",1ed1ce312543,bss10,bss,bss,10,10,8,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p10_architecture_bss10.png,schedules/mini/p10_architecture_bss10.json,logs/mini/p10_architecture_bss10.stdout.log,logs/mini/p10_architecture_bss10.stderr.log,runtimes/mini/p10_architecture_bss10.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p10_architecture_bss20,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p10_architecture,architecture,"A modern concrete library with tall arches, reflected in polished black stone.",1ed1ce312543,bss20,bss,bss,20,20,18,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p10_architecture_bss20.png,schedules/mini/p10_architecture_bss20.json,logs/mini/p10_architecture_bss20.stdout.log,logs/mini/p10_architecture_bss20.stderr.log,runtimes/mini/p10_architecture_bss20.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p10_architecture_bss30,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p10_architecture,architecture,"A modern concrete library with tall arches, reflected in polished black stone.",1ed1ce312543,bss30,bss,bss,30,30,28,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p10_architecture_bss30.png,schedules/mini/p10_architecture_bss30.json,logs/mini/p10_architecture_bss30.stdout.log,logs/mini/p10_architecture_bss30.stderr.log,runtimes/mini/p10_architecture_bss30.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p10_architecture_bss40,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p10_architecture,architecture,"A modern concrete library with tall arches, reflected in polished black stone.",1ed1ce312543,bss40,bss,bss,40,40,38,"0,-1",flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p10_architecture_bss40.png,schedules/mini/p10_architecture_bss40.json,logs/mini/p10_architecture_bss40.stdout.log,logs/mini/p10_architecture_bss40.stderr.log,runtimes/mini/p10_architecture_bss40.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p11_food_product_uniform8,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p11_food_product,food/product,A glossy product photo of a lemon tart on a white plate with mint garnish.,b025ba19895a,uniform8,uniform,uniform,8,8,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p11_food_product_uniform8.png,schedules/mini/p11_food_product_uniform8.json,logs/mini/p11_food_product_uniform8.stdout.log,logs/mini/p11_food_product_uniform8.stderr.log,runtimes/mini/p11_food_product_uniform8.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p11_food_product_uniform10,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p11_food_product,food/product,A glossy product photo of a lemon tart on a white plate with mint garnish.,b025ba19895a,uniform10,uniform,uniform,10,10,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p11_food_product_uniform10.png,schedules/mini/p11_food_product_uniform10.json,logs/mini/p11_food_product_uniform10.stdout.log,logs/mini/p11_food_product_uniform10.stderr.log,runtimes/mini/p11_food_product_uniform10.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p11_food_product_uniform20,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p11_food_product,food/product,A glossy product photo of a lemon tart on a white plate with mint garnish.,b025ba19895a,uniform20,uniform,uniform,20,20,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p11_food_product_uniform20.png,schedules/mini/p11_food_product_uniform20.json,logs/mini/p11_food_product_uniform20.stdout.log,logs/mini/p11_food_product_uniform20.stderr.log,runtimes/mini/p11_food_product_uniform20.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p11_food_product_uniform30,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p11_food_product,food/product,A glossy product photo of a lemon tart on a white plate with mint garnish.,b025ba19895a,uniform30,uniform,uniform,30,30,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p11_food_product_uniform30.png,schedules/mini/p11_food_product_uniform30.json,logs/mini/p11_food_product_uniform30.stdout.log,logs/mini/p11_food_product_uniform30.stderr.log,runtimes/mini/p11_food_product_uniform30.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p11_food_product_uniform40,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p11_food_product,food/product,A glossy product photo of a lemon tart on a white plate with mint garnish.,b025ba19895a,uniform40,uniform,uniform,40,40,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p11_food_product_uniform40.png,schedules/mini/p11_food_product_uniform40.json,logs/mini/p11_food_product_uniform40.stdout.log,logs/mini/p11_food_product_uniform40.stderr.log,runtimes/mini/p11_food_product_uniform40.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
sana06b_bss_bds_v1_mini_p11_food_product_reference_uniform50,Sana-0.6B,Sana_600M_1024px,Image Generation,None / not explicit,t2i,image,fixed_prompt_suite_official_sana_pipeline,native,p11_food_product,food/product,A glossy product photo of a lemon tart on a white plate with mint garnish.,b025ba19895a,reference_uniform50,reference,uniform,50,50,,,flow_dpm-solver,4.0,5.0,2.0,0,1024,1024,reference_uniform50,50,uniform8,images/mini/p11_food_product_reference_uniform50.png,schedules/mini/p11_food_product_reference_uniform50.json,logs/mini/p11_food_product_reference_uniform50.stdout.log,logs/mini/p11_food_product_reference_uniform50.stderr.log,runtimes/mini/p11_food_product_reference_uniform50.runtime.json,pending,,59629fdf790850797cb657bad014fce432bd713d,"?? Prompt.txt
?? bss_experiments/"
